"PLOT","presAbs","lon","lat"
82092,0,-113.885392,37.513254
82093,0,-109.540928,40.854449
82096,0,-112.561888,40.079117
82097,0,-110.888083,40.607951
82097,1,-110.888083,40.607951
82098,0,-109.491843,39.471458
82102,0,-110.291732,40.696122
82104,0,-111.979643,38.436091
82105,0,-111.903149,41.320576
82111,0,-112.262265,38.706494
82112,0,-113.38166,37.742605
82113,0,-109.808397,37.675043
82114,0,-113.894275,41.972013
82116,0,-111.288453,38.401249
82119,0,-113.44284,41.955839
82119,1,-113.44284,41.955839
82122,0,-113.994529,37.462311
82130,0,-113.925633,38.499933
82133,0,-111.339348,39.53004
82133,1,-111.339348,39.53004
82134,0,-112.482854,38.11805
82137,0,-109.5109,40.961919
82140,0,-111.862813,41.216813
82140,1,-111.862813,41.216813
82144,0,-112.167691,37.778158
82145,0,-113.756124,41.517997
82147,0,-110.99989,40.608392
82147,1,-110.99989,40.608392
82152,0,-110.827567,40.199867
82157,0,-110.940184,39.980501
82162,0,-111.457725,39.078389
82162,1,-111.457725,39.078389
82163,0,-111.350864,39.931259
82165,0,-111.234417,40.023456
82166,0,-113.999112,41.892754
82167,0,-109.884425,40.606886
82168,0,-114.005812,37.552614
82174,0,-111.289543,40.111211
82177,0,-109.983282,37.856012
82183,0,-111.176924,40.379244
82185,0,-113.32642,39.458238
82187,0,-112.55068,38.615193
82188,0,-111.905593,37.361024
82193,0,-111.798242,37.901892
82194,0,-113.238981,38.513823
82196,0,-109.461216,40.645081
82200,0,-112.593712,40.238496
82202,0,-110.659602,40.176702
82205,0,-110.360821,39.970653
82206,0,-111.450811,41.172687
82207,0,-111.535974,40.29208
82209,0,-113.967733,38.232047
82211,0,-112.723566,38.434871
82213,0,-111.919669,38.128344
82223,0,-112.309116,37.854403
82225,0,-109.604315,39.249488
82226,0,-113.570819,38.195987
82229,0,-111.604345,38.595957
82229,1,-111.604345,38.595957
82230,0,-109.465278,40.68576
82230,1,-109.465278,40.68576
82231,0,-112.597325,37.80241
82231,1,-112.597325,37.80241
82236,0,-112.195876,37.984194
82236,1,-112.195876,37.984194
82239,0,-111.397308,38.487591
82242,0,-112.692597,37.035619
82248,0,-111.693893,37.294373
82249,0,-109.695406,40.734558
82255,0,-113.758056,38.597429
82256,0,-109.876647,40.736094
82257,0,-111.664983,41.773468
82261,0,-112.363725,37.580989
82262,0,-110.419431,40.974427
82263,0,-110.829508,38.853161
82264,0,-110.652641,39.841416
82273,0,-111.805892,38.534078
82275,0,-113.90631,38.137973
82282,0,-110.842267,37.947384
82283,0,-109.730668,39.022895
82286,0,-110.291953,40.024496
82287,0,-110.769475,38.89564
82293,0,-111.40222,39.075546
82294,0,-112.36335,37.625722
82299,0,-110.768133,39.030733
82301,0,-114.010543,38.481798
82303,0,-112.262173,38.260961
82307,0,-111.122661,41.013633
82307,1,-111.122661,41.013633
82310,0,-112.189535,37.857798
82310,1,-112.189535,37.857798
82312,0,-110.454681,39.194124
82313,0,-111.400987,38.623822
82317,0,-112.566438,37.738806
82318,0,-109.351226,37.798598
82321,0,-109.676253,38.842011
82324,0,-109.99543,40.606318
82324,1,-109.99543,40.606318
82329,0,-112.184593,37.311119
82334,0,-114.032926,37.695195
82336,0,-110.46652,40.739798
82337,0,-109.195562,37.533358
82339,0,-112.374885,38.393055
82340,0,-109.452717,40.872412
82340,1,-109.452717,40.872412
82343,0,-110.636408,40.520801
82345,0,-113.536939,41.93512
82347,0,-112.532791,37.219948
82349,0,-112.54875,38.571069
82350,0,-113.636527,38.77788
82351,0,-111.662224,41.235487
82357,0,-111.569621,41.660475
82358,0,-111.675455,37.045989
82361,0,-113.761002,37.10518
82363,0,-110.824211,40.294419
82364,0,-109.280004,40.908595
82370,0,-109.436341,39.335574
82371,0,-112.187026,37.446612
82372,0,-112.883163,38.203862
82380,0,-112.190071,37.804598
82382,0,-112.384243,38.203665
82382,1,-112.384243,38.203665
82384,0,-111.631483,39.120866
82385,0,-113.974792,39.711553
82389,0,-113.467193,37.498908
82390,0,-111.699211,39.837277
82390,1,-111.699211,39.837277
82391,0,-113.489993,37.47216
82393,0,-111.528293,39.082652
82400,0,-112.285932,39.876397
82402,0,-112.711646,40.461965
82408,0,-112.89471,40.730639
82411,0,-109.864002,37.806626
82414,0,-112.362775,37.808643
82415,0,-111.777243,40.964812
82415,1,-111.777243,40.964812
82417,0,-113.494836,37.701319
82426,0,-111.472759,38.99459
82427,0,-111.79333,37.587173
82430,0,-110.82307,39.887252
82430,1,-110.82307,39.887252
82431,0,-110.293109,40.871312
82433,0,-113.853515,37.130114
82434,0,-111.17259,37.813522
82438,0,-109.643148,37.71488
82440,0,-112.11654,39.970041
82441,0,-110.756553,37.976674
82444,0,-112.26217,38.620348
82447,0,-111.177966,37.94845
82449,0,-113.266334,37.52243
82452,0,-112.752948,37.25613
82454,0,-111.284261,37.907744
82459,0,-109.814633,37.447494
82460,0,-110.649128,40.291754
82465,0,-112.179621,40.55613
82466,0,-111.338823,37.452596
82471,0,-109.843578,39.160163
82478,0,-111.690274,38.669873
82478,1,-111.690274,38.669873
82487,0,-111.517678,38.849897
82489,0,-111.733902,37.446839
82490,0,-111.97652,38.397467
82498,0,-110.587774,39.61803
82499,0,-112.70207,37.666628
82501,0,-109.826619,37.745498
82503,0,-113.052108,38.024528
82504,1,-111.596378,39.001401
82504,0,-111.596378,39.001401
82505,0,-109.776597,39.660107
82506,0,-111.179958,39.527235
82506,1,-111.179958,39.527235
82507,0,-109.408881,37.713827
82508,0,-112.641232,37.756786
82508,1,-112.641232,37.756786
82510,0,-113.381324,37.569602
82513,0,-113.952217,38.480673
82515,0,-110.409502,40.608009
82515,1,-110.409502,40.608009
82518,0,-111.119419,37.546635
82521,0,-112.030537,38.08507
82523,0,-112.241975,37.754651
82525,0,-110.791153,40.184546
82527,0,-113.112044,38.02533
82530,0,-109.075647,37.524221
82531,0,-111.2935,40.785572
82531,1,-111.2935,40.785572
82532,0,-112.086808,38.439344
82537,0,-111.794731,37.544069
82538,0,-110.583802,40.199176
82539,0,-110.650648,39.889891
82543,0,-110.49171,38.085606
82546,0,-109.744856,37.988017
82548,0,-112.163595,39.208448
82549,0,-112.313261,38.121767
82551,0,-109.074843,39.643436
82555,0,-111.221366,37.365586
82557,0,-110.465868,39.878339
82558,0,-111.81338,39.526559
82559,0,-112.247663,37.89962
82561,0,-111.398374,38.401205
82565,0,-112.197228,37.674251
82566,0,-112.045157,39.16543
82569,0,-110.47311,40.649462
82570,0,-113.528615,41.839986
82572,0,-112.537281,38.077432
82574,0,-109.454711,40.822706
82577,0,-109.614789,39.615839
82579,0,-112.254213,37.721735
82581,0,-111.620856,37.313571
82585,0,-109.761856,40.825617
82587,0,-112.539102,40.414798
82589,0,-109.856308,38.39554
82591,0,-109.353848,37.842958
82594,0,-113.009877,37.457922
82595,0,-111.002276,39.933668
82596,0,-112.598986,38.116063
82597,0,-111.870885,39.436228
82598,0,-110.131246,40.901137
82599,0,-109.706838,39.051892
82601,0,-109.303391,37.625315
82603,0,-109.938381,40.919274
82605,0,-111.349727,39.793522
82605,1,-111.349727,39.793522
82611,0,-109.751317,37.629657
82615,0,-111.17334,40.919333
82615,1,-111.17334,40.919333
82616,0,-112.052584,39.882112
82622,0,-111.738471,37.897245
82622,1,-111.738471,37.897245
82625,0,-113.376055,41.955078
82626,0,-109.638357,40.604423
82626,1,-109.638357,40.604423
82628,0,-111.682263,38.1297
82634,0,-113.540367,39.003226
82640,0,-112.756851,40.053805
82641,0,-111.358338,40.565383
82641,1,-111.358338,40.565383
82642,0,-110.729494,39.237472
82645,0,-112.290648,37.532997
82649,0,-109.494985,39.20231
82651,0,-109.247548,37.57413
82652,0,-111.827683,37.206775
82653,0,-113.341637,37.502628
82654,0,-112.22434,39.475366
82660,0,-111.606578,41.054562
82662,0,-112.829843,37.45799
82664,0,-110.385497,40.123944
82670,0,-111.399965,38.579872
82673,0,-111.07856,40.682034
82674,0,-110.41116,39.700889
82674,1,-110.41116,39.700889
82679,0,-110.011445,37.745369
82695,0,-113.32058,37.430701
82696,0,-112.260183,38.079874
82699,0,-111.91013,38.352023
82701,0,-109.401836,40.862436
82703,0,-109.925979,37.314448
82707,0,-111.464084,38.847235
82707,1,-111.464084,38.847235
82708,0,-111.335362,37.316776
82724,0,-111.019208,40.682348
82728,0,-112.949433,38.297095
82730,0,-111.17464,39.389193
82732,0,-109.138691,39.554935
82733,0,-111.346568,39.657213
82738,0,-110.020272,39.159041
82739,0,-112.87163,37.002599
82740,0,-110.241407,39.429586
82743,0,-110.248368,39.391717
82744,0,-111.729669,41.869581
82749,0,-110.700827,37.020331
82750,0,-109.338547,38.29529
82751,0,-111.236369,40.246559
82751,1,-111.236369,40.246559
82755,0,-112.852973,38.314539
82756,0,-112.434132,38.66333
82761,0,-109.808301,40.964087
82762,0,-111.383392,39.826302
82766,0,-110.581667,40.237307
82769,0,-113.518712,38.052903
82774,0,-113.602209,37.334368
82777,0,-111.632759,37.996481
82777,1,-111.632759,37.996481
82779,0,-112.478097,37.848862
82788,0,-110.152378,37.814029
82791,0,-113.192676,37.029597
82792,0,-109.512385,38.076139
82794,0,-111.985601,39.660191
82798,0,-110.651024,40.156497
82804,0,-112.862504,37.171805
82808,0,-111.474493,39.845209
82809,0,-110.833159,38.038129
82813,0,-111.792013,37.767976
82816,0,-109.874119,40.869314
82817,0,-112.579926,37.130599
82825,0,-110.37252,39.612866
82828,0,-109.646429,40.462755
82834,0,-111.410037,38.755595
82837,0,-109.191609,39.334034
82838,0,-111.912813,38.530742
82842,0,-113.155642,37.566791
82844,0,-111.712655,40.601499
82845,0,-112.241671,40.512607
82850,0,-111.587944,40.203888
82858,0,-111.951079,41.369619
82860,0,-113.812683,40.073393
82861,0,-112.839042,38.286208
82862,0,-109.099558,38.785867
82868,0,-111.582842,39.974558
82868,1,-111.582842,39.974558
82869,0,-110.528532,40.788819
82870,0,-111.696698,38.801702
82873,0,-111.173733,40.157664
82873,1,-111.173733,40.157664
82876,0,-110.524043,40.874769
82876,1,-110.524043,40.874769
82882,0,-113.925327,38.408714
82883,0,-111.772047,40.563828
82885,0,-113.712365,37.372602
82886,0,-111.704883,39.56877
82887,0,-111.591326,40.609556
82887,1,-111.591326,40.609556
82889,0,-112.082289,37.719347
82892,0,-111.821682,40.108512
82894,0,-112.130378,37.67341
82898,0,-109.605039,39.292477
82898,1,-109.605039,39.292477
82900,0,-113.514621,38.284877
82903,0,-113.480733,39.003892
82906,0,-112.06845,37.406707
82908,1,-110.64846,40.471268
82908,0,-110.64846,40.471268
82909,0,-112.023419,37.678004
82910,0,-111.514045,38.489334
82912,0,-112.438983,38.480497
82915,0,-111.971526,38.350254
82921,0,-110.823792,38.985482
82923,0,-113.176007,41.893043
82927,0,-111.869527,37.700368
82931,0,-112.348117,37.79076
82935,0,-109.98009,37.357113
82936,0,-112.828233,38.343401
82936,1,-112.828233,38.343401
82937,0,-112.682122,37.26778
82940,0,-112.127424,37.447271
82941,0,-113.970918,39.754459
82941,1,-113.970918,39.754459
82944,0,-112.018905,39.087462
82951,0,-111.242053,39.65471
82954,0,-109.149791,39.014848
82955,0,-112.52879,40.145534
82959,0,-112.58554,37.717349
82963,0,-109.53323,39.61496
82964,0,-114.005675,41.563119
82965,0,-112.412262,37.400875
82967,0,-112.421682,38.124034
82968,0,-112.149996,38.258409
82975,0,-112.652784,38.070395
82977,0,-111.647099,39.750072
82977,1,-111.647099,39.750072
82980,0,-111.745819,38.040668
82985,0,-112.147888,38.213226
82988,0,-113.296268,38.5105
82990,0,-109.813702,37.315895
82997,0,-110.177388,40.645871
82997,1,-110.177388,40.645871
82999,0,-111.431004,40.30864
82999,1,-111.431004,40.30864
83000,0,-111.692622,38.619558
83000,1,-111.692622,38.619558
83001,0,-112.691943,37.309019
83002,0,-113.85627,38.839258
83004,0,-111.590996,40.333365
83004,1,-111.590996,40.333365
83011,0,-113.03212,37.387417
83011,1,-113.03212,37.387417
83012,0,-113.712794,37.512746
83023,0,-113.186361,37.951342
83024,0,-112.103796,39.748001
83025,0,-112.485796,37.940062
83027,0,-110.771959,39.888707
83031,0,-112.071033,37.355917
83035,0,-113.257515,37.345561
83036,0,-109.552411,39.379247
83037,0,-111.463533,37.369202
83039,0,-111.664735,41.641952
83042,0,-109.451474,38.436998
83044,0,-111.755353,41.673169
83044,1,-111.755353,41.673169
83045,0,-110.010467,39.706318
83046,0,-110.124946,39.34204
83047,0,-111.529045,39.93237
83051,0,-112.453807,39.695632
83052,0,-109.584864,37.669953
83056,0,-111.457638,38.622295
83059,0,-111.358296,39.885798
83060,0,-110.652587,39.977316
83061,0,-111.06168,40.880883
83061,1,-111.06168,40.880883
83064,1,-111.358924,41.145137
83064,0,-111.358924,41.145137
83072,0,-109.934765,40.871613
83073,0,-112.091764,38.625233
83074,0,-109.292305,38.02906
83078,0,-111.611452,41.81388
83082,0,-112.147974,39.090857
83083,0,-109.676115,40.932873
83084,0,-109.086191,39.468426
83086,0,-111.347918,40.110794
83087,0,-111.293905,39.077505
83088,0,-111.240215,40.562712
83088,1,-111.240215,40.562712
83089,0,-111.520329,38.670975
83090,0,-110.594786,40.111594
83095,0,-111.169964,37.995997
83099,0,-111.814474,38.934777
83100,0,-113.980363,38.364368
83103,0,-110.421756,39.974177
83108,0,-111.229371,39.749525
83112,0,-112.019165,37.585028
83115,0,-112.232625,39.833861
83118,0,-112.537832,37.80331
83119,0,-110.650274,40.114037
83122,0,-111.96572,37.589245
83129,0,-113.603423,38.786336
83130,0,-110.87268,39.704408
83136,0,-109.144068,39.424337
83137,0,-113.666031,41.501165
83143,0,-113.509648,41.948475
83144,0,-114.03455,37.530769
83148,0,-110.097272,37.58125
83153,0,-110.37674,40.99449
83153,1,-110.37674,40.99449
83155,0,-109.950409,39.701303
83162,0,-112.001355,40.465666
83164,0,-110.477228,39.791952
83165,0,-111.470169,40.560358
83166,0,-112.212016,38.710351
83167,0,-111.521143,38.396402
83168,0,-112.082594,41.913284
83170,0,-113.508869,38.101133
83172,0,-111.642671,39.931841
83172,1,-111.642671,39.931841
83175,0,-112.22187,39.613826
83176,0,-109.767036,39.05312
83177,0,-111.52305,38.802824
83178,0,-111.350155,39.210682
83180,0,-110.756894,40.299742
83183,0,-110.409543,40.520944
83190,0,-112.021372,37.403039
83193,0,-111.621362,37.857756
83196,0,-112.832291,38.247657
83197,0,-111.960827,37.809955
83208,0,-113.203237,37.252411
83209,0,-109.284384,38.342548
83211,0,-111.746701,41.989617
83212,0,-111.274894,37.940684
83213,0,-113.918146,39.807991
83213,1,-113.918146,39.807991
83215,0,-111.521365,39.115508
83215,1,-111.521365,39.115508
83216,0,-113.696513,41.613103
83218,0,-110.345796,39.843536
83221,0,-109.842171,39.561814
83224,0,-111.421988,41.280726
83225,0,-109.931942,40.828748
83233,0,-110.56518,40.54774
83234,0,-111.293131,39.165934
83235,0,-112.545366,38.296911
83236,0,-109.187224,37.80134
83246,0,-109.779895,39.524814
83249,0,-109.609349,39.207372
83249,1,-109.609349,39.207372
83251,0,-111.798575,39.863435
83254,0,-113.561303,38.277366
83256,0,-113.555367,38.435496
83258,0,-112.0306,41.368948
83262,0,-111.97488,37.546732
83265,0,-109.584793,37.713361
83267,0,-111.90977,37.856581
83267,1,-111.90977,37.856581
83279,0,-110.652356,39.706461
83284,0,-113.794215,37.963796
83287,0,-109.490099,39.161356
83289,0,-111.394029,37.408225
83290,0,-113.274025,37.65723
83292,0,-110.695192,40.069357
83293,0,-112.768504,37.84626
83294,0,-112.539139,38.124407
83299,0,-113.925104,39.984237
83300,0,-113.205623,37.385005
83305,0,-112.198951,39.587498
83310,0,-110.944137,40.026211
83310,1,-110.944137,40.026211
83312,0,-112.230023,39.655711
83314,0,-111.167272,40.421157
83315,0,-109.343959,40.600556
83316,0,-113.630883,38.061044
83319,0,-111.233128,40.87981
83319,1,-111.233128,40.87981
83320,0,-109.633504,37.852328
83321,0,-109.635407,40.825712
83321,1,-109.635407,40.825712
83323,0,-109.175259,38.111781
83324,0,-111.561658,38.543958
83325,0,-111.401451,38.444472
83327,0,-111.530655,40.200536
83333,0,-112.524296,37.264319
83334,0,-112.412381,37.049004
83337,0,-110.521008,40.965612
83342,0,-110.097515,37.361152
83344,0,-109.135553,37.621942
83347,0,-113.575397,39.634557
83348,0,-109.263118,39.331724
83353,0,-111.601772,41.328382
83353,1,-111.601772,41.328382
83355,0,-112.044314,39.202522
83357,0,-109.071241,38.979786
83359,0,-112.057561,37.049309
83360,0,-109.525144,37.762028
83361,0,-111.692147,39.075903
83362,0,-111.536758,38.066615
83364,0,-112.478095,37.808692
83367,0,-111.584305,39.708174
83368,0,-111.346184,40.299632
83368,1,-111.346184,40.299632
83378,0,-110.685015,39.683208
83384,0,-111.232354,40.15879
83384,1,-111.232354,40.15879
83388,0,-112.759474,37.760263
83392,0,-113.893577,37.687863
83395,0,-112.277809,38.659305
83399,0,-111.540591,41.150424
83400,0,-109.871431,37.722178
83404,0,-111.019429,37.932884
83405,0,-109.217752,40.728772
83407,0,-110.462838,40.698581
83412,0,-112.701577,37.535054
83414,0,-113.796333,38.144008
83420,0,-110.052524,40.876152
83422,0,-109.179927,40.371547
83426,0,-113.926214,38.629139
83428,0,-109.861306,39.548607
83429,0,-111.559661,41.990864
83429,1,-111.559661,41.990864
83430,0,-111.593604,40.286659
83431,0,-112.794271,38.31368
83432,0,-109.0927,39.404822
83434,0,-111.750597,38.982708
83437,0,-111.082682,38.016916
83446,0,-111.476997,40.332771
83449,0,-113.818734,41.698702
83452,0,-110.180928,40.377509
83454,0,-110.73531,40.624995
83457,0,-111.05353,40.42783
83460,0,-111.395161,38.678517
83461,0,-111.224464,38.265962
83462,0,-109.074126,38.528464
83467,0,-109.321471,39.292001
83468,0,-111.339171,38.216277
83473,0,-112.309507,38.211404
83474,0,-109.193368,37.894592
83476,0,-113.867178,38.543113
83482,0,-113.650363,41.881602
83484,0,-112.400114,39.97082
83487,0,-111.98592,39.525134
83490,0,-113.312393,37.291485
83492,0,-109.451747,38.705893
83493,0,-109.666418,39.657054
83495,0,-111.345646,37.952531
83502,0,-109.896965,39.069578
83505,0,-113.510482,38.148575
83506,0,-110.939541,39.570469
83508,0,-111.125536,40.517663
83508,1,-111.125536,40.517663
83509,0,-112.314612,38.523222
83513,0,-111.50591,37.409924
83517,0,-113.375099,37.708133
83521,0,-113.723154,39.226178
83523,0,-109.640478,37.672439
83524,0,-110.246594,39.789346
83527,0,-111.631487,39.028363
83527,1,-111.631487,39.028363
83529,0,-110.028287,37.85507
83531,0,-112.910466,38.320455
83536,0,-111.808774,39.386173
83537,0,-112.157851,37.331582
83538,0,-110.531519,40.158317
83541,0,-112.138007,37.943879
83546,0,-110.824359,38.673315
83547,0,-109.063355,40.963497
83549,0,-111.004269,40.116702
83549,1,-111.004269,40.116702
83551,0,-112.990642,37.752581
83555,0,-111.821131,39.20152
83558,0,-111.766798,40.65109
83560,0,-112.089054,38.080627
83565,0,-110.110499,40.82745
83572,0,-113.987237,38.500619
83574,0,-113.656997,37.424689
83575,0,-112.819522,37.796495
83576,0,-109.950781,37.746769
83577,0,-112.260093,37.846449
83577,1,-112.260093,37.846449
83580,0,-113.550484,37.605661
83583,0,-109.755558,37.669139
83584,0,-110.27808,38.323595
83585,0,-109.775313,39.612033
83586,0,-110.766639,40.607727
83588,0,-114.00299,37.984111
83591,0,-112.001018,38.558049
83597,0,-113.84771,37.53641
83602,0,-110.701303,40.602835
83603,0,-111.112319,37.724921
83610,0,-112.040574,38.265744
83614,0,-110.766704,37.99794
83616,0,-111.354442,39.613538
83617,0,-110.250528,39.163943
83619,0,-110.884033,40.017641
83621,0,-111.606999,37.651084
83626,0,-111.664081,41.960283
83627,0,-109.105736,40.90763
83628,0,-112.032722,38.310127
83630,0,-113.715546,39.17924
83632,0,-110.998152,40.787639
83633,0,-111.11535,39.88749
83635,0,-110.504435,38.823954
83636,0,-111.227109,39.434906
83636,1,-111.227109,39.434906
83638,0,-109.101662,38.523202
83640,0,-111.295582,39.436315
83641,0,-111.46197,37.904994
83643,0,-111.286459,38.129416
83644,0,-111.292073,40.475381
83645,0,-112.256368,38.301741
83648,0,-113.879674,37.37413
83649,0,-113.659706,39.183815
83655,0,-111.511985,37.990971
83655,1,-111.511985,37.990971
83659,0,-110.245703,39.884927
83660,0,-112.625713,37.036392
83662,0,-110.467026,40.828349
83663,0,-112.332629,38.88597
83666,0,-110.647679,40.339429
83670,0,-111.837817,41.013313
83675,0,-110.82751,39.751403
83678,0,-112.189061,37.587293
83679,0,-109.064777,38.068697
83683,0,-111.771789,40.876442
83683,1,-111.771789,40.876442
83685,0,-114.03403,38.142048
83686,0,-109.924024,37.763522
83688,0,-113.916087,37.128955
83690,0,-112.181875,37.133939
83692,0,-113.54727,37.472468
83696,0,-112.080444,38.124601
83699,0,-110.184829,39.975713
83702,0,-111.910155,37.950324
83702,1,-111.910155,37.950324
83709,0,-111.410598,39.656797
83712,0,-112.260494,38.34831
83713,0,-110.187725,39.523083
83713,1,-110.187725,39.523083
83714,0,-112.823188,38.067362
83715,0,-111.259868,38.02373
83721,0,-111.855184,37.718077
83722,0,-112.5996,38.438364
83723,0,-112.814406,37.754475
83726,0,-109.093333,39.063129
83731,0,-113.157098,41.845241
83732,0,-110.951537,40.559736
83733,0,-110.122355,39.656439
83734,0,-110.132287,39.434449
83735,0,-112.53494,40.32766
83736,0,-112.644388,37.805723
83738,0,-111.780021,40.689972
83739,0,-112.160056,38.193562
83740,0,-109.729476,39.33611
83742,0,-112.264691,38.983203
83746,0,-111.720948,41.911606
83747,0,-109.164615,40.772266
83749,0,-112.583377,40.015747
83751,0,-111.347274,39.570398
83751,1,-111.347274,39.570398
83755,0,-109.062684,38.907046
83759,0,-111.825815,40.467361
83763,0,-112.797067,37.826708
83765,0,-111.41036,37.909315
83772,0,-109.28591,38.253988
83777,0,-112.543623,38.026558
83778,0,-113.999274,37.50732
83784,0,-111.381314,41.178354
83785,0,-112.021401,37.490544
83787,0,-110.290212,40.517485
83789,0,-111.80446,38.753667
83791,0,-109.107473,40.589661
83794,0,-112.924604,37.34507
83799,0,-111.625819,37.541141
83800,0,-114.016087,37.902582
83802,0,-109.576926,37.900565
83803,0,-112.29656,37.264938
83804,0,-111.959928,37.274159
83805,0,-113.44597,39.678087
83808,0,-111.755463,39.477562
83809,0,-113.222399,41.850642
83814,0,-111.375393,40.309351
83816,0,-111.420836,40.970352
83819,0,-112.421979,38.168758
83821,0,-111.762334,39.837886
83823,0,-109.421301,38.635261
83832,0,-112.542232,38.434723
83837,0,-112.41082,37.264009
83838,0,-112.412306,37.356641
83840,0,-111.236393,40.06858
83840,1,-111.236393,40.06858
83841,0,-112.925862,37.704541
83841,1,-112.925862,37.704541
83842,0,-109.774168,39.431746
83845,0,-112.374042,38.570238
83847,0,-112.986452,41.850885
83851,0,-111.290053,39.39352
83851,1,-111.290053,39.39352
83853,0,-112.953132,40.596177
83854,0,-111.455559,38.217204
83854,1,-111.455559,38.217204
83855,0,-113.082315,37.209181
83857,0,-111.28366,37.99295
83858,0,-109.283536,39.488613
83859,0,-111.001313,39.703503
83859,1,-111.001313,39.703503
83860,0,-111.82988,40.512612
83863,0,-110.652998,40.377129
83865,0,-109.108896,38.337001
83868,0,-111.32023,38.102909
83875,0,-112.580746,37.354719
83876,0,-111.237048,39.304862
83878,0,-111.343449,38.851731
83879,0,-112.093745,39.086152
83881,0,-112.137553,39.504168
83887,0,-111.18037,39.481249
83887,1,-111.18037,39.481249
83888,0,-111.529559,40.559902
83888,1,-111.529559,40.559902
83889,0,-111.821592,39.470389
83890,0,-113.264454,37.382103
83891,0,-111.387214,40.235095
83893,0,-112.489587,38.345322
83894,0,-111.414476,40.69838
83894,1,-111.414476,40.69838
83895,0,-110.88458,38.763121
83897,0,-111.17393,38.895376
83898,0,-109.341721,38.525829
83900,0,-112.331943,39.291231
83905,0,-110.050368,40.60028
83905,1,-110.050368,40.60028
83913,0,-111.914371,38.03577
83914,0,-112.481111,38.471624
83914,1,-112.481111,38.471624
83919,0,-110.553665,40.625335
83919,1,-110.553665,40.625335
83920,0,-112.279964,39.609553
83922,1,-111.058952,40.024441
83922,0,-111.058952,40.024441
83924,0,-110.0453,37.497859
83925,0,-110.466901,40.561745
83927,0,-109.92164,37.446787
83928,0,-112.015482,37.35721
83930,0,-111.2945,39.205968
83931,0,-110.704749,39.70761
83932,0,-109.926236,37.894922
83933,0,-111.62153,37.724029
83936,0,-112.807232,37.005862
83937,0,-111.716593,39.010179
83938,0,-109.116524,40.54818
83939,0,-109.699608,37.540838
83940,0,-110.815817,40.927031
83940,1,-110.815817,40.927031
83941,0,-112.439817,38.75141
83945,0,-111.545139,37.652492
83948,0,-113.090358,37.387746
83949,0,-112.754528,37.48511
83949,1,-112.754528,37.48511
83951,0,-111.000471,39.752034
83951,1,-111.000471,39.752034
83952,0,-112.34912,39.843383
83953,0,-112.494644,38.390341
83955,0,-111.126569,39.489853
83955,1,-111.126569,39.489853
83957,0,-111.629131,38.528642
83959,0,-113.295742,38.468424
83962,0,-110.111437,40.606594
83963,0,-113.786891,41.583296
83964,0,-111.119929,37.314181
83966,0,-109.948878,39.260081
83967,0,-112.443846,37.336755
83970,0,-112.768971,37.377486
83974,0,-112.466028,37.435039
83975,1,-111.646388,40.697917
83975,0,-111.646388,40.697917
83976,0,-109.588657,37.39825
83980,0,-111.691846,39.158972
83981,0,-110.246356,40.541631
83982,0,-109.404216,38.258811
83984,0,-112.563763,41.724343
83985,0,-111.589326,39.930927
83988,0,-109.069199,37.663016
83989,0,-111.634671,38.171229
83990,0,-111.339401,38.4858
83992,0,-109.106167,40.822288
83993,0,-109.257726,39.419238
83994,0,-111.528626,40.518225
83994,1,-111.528626,40.518225
84002,0,-112.976143,37.085266
84004,0,-111.470038,40.694212
84007,0,-112.34377,40.01413
84009,0,-109.809947,37.397936
84013,0,-109.588114,37.761513
84018,0,-109.509344,38.255596
84020,0,-110.657099,37.899657
84021,0,-109.17602,38.071759
84022,0,-112.635075,37.17374
84026,0,-109.96056,39.163205
84028,0,-110.533334,39.97764
84029,0,-109.570446,40.555769
84034,0,-111.826883,40.829874
84037,0,-109.114613,38.298342
84039,0,-109.46401,37.895671
84039,1,-109.46401,37.895671
84043,0,-109.894255,39.521709
84050,0,-109.605997,39.38276
84052,0,-112.520452,40.37467
84053,0,-109.169056,40.816733
84054,0,-111.064266,40.923687
84055,0,-110.476319,38.9869
84057,0,-109.979349,40.94477
84057,1,-109.979349,40.94477
84061,0,-113.426697,37.249198
84067,0,-111.756545,39.527143
84071,0,-112.627909,41.991041
84073,0,-112.7429,37.082015
84076,0,-110.042664,37.626176
84088,0,-113.010254,40.49597
84089,0,-112.564585,41.499037
84091,0,-112.896843,38.432755
84099,0,-109.166495,40.594399
84105,0,-113.952932,37.82634
84107,0,-112.315286,41.996027
84111,0,-111.958548,37.671811
84113,0,-112.339002,39.788076
84114,0,-109.204335,39.567335
84120,0,-109.581505,40.868865
84124,0,-109.462006,38.030814
84126,0,-112.352948,39.964856
84128,0,-111.764511,39.703939
84129,0,-109.872072,37.628081
84132,0,-112.978239,37.301326
84135,0,-109.25787,39.378182
84136,0,-113.180808,38.516955
84138,0,-109.299249,37.714911
84139,0,-109.174115,38.430009
84139,1,-109.174115,38.430009
84140,0,-109.3558,37.890738
84141,0,-112.649955,37.672417
84141,1,-112.649955,37.672417
84144,0,-113.032191,37.482219
84144,1,-113.032191,37.482219
84148,0,-113.442149,37.656887
84149,0,-109.07064,39.740888
84151,0,-111.835837,41.237009
84151,1,-111.835837,41.237009
84156,0,-112.047329,41.707237
84156,1,-112.047329,41.707237
84161,0,-109.664357,39.468754
